都道府県,高校名,郵便番号,住所,学校独自URL
福島県,会津西陵高等学校,969-6262,福島県 大沼郡会津美里町法憧寺北甲3473,https://aizuseiryo-h.fcs.ed.jp/
福島県,白河旭高等学校,961-0912,福島県 白河市旭町1-3,https://shirakawaasahi-h.fcs.ed.jp/
福島県,会津工業高等学校,965-0802,福島県 会津若松市徒之町1-37,https://aizu-th.fcs.ed.jp/
福島県,伊達高等学校,960-0604,福島県 伊達市保原町字元木23,https://date-h.fcs.ed.jp/
福島県,会津学鳳高等学校,965-0003,福島県 会津若松市一箕町大字八幡字八幡1番地の1,https://aizugakuho-h.fcs.ed.jp/
福島県,喜多方桐桜高等学校,966-0914,福島県 喜多方市豊川町米室高吉4344-5,https://kitakatatooh-h.fcs.ed.jp/
福島県,石川高等学校,963-7845,福島県 石川郡石川町字高田200-1,https://ishikawa-h.fcs.ed.jp/
福島県,須賀川創英館高等学校,962-0863,福島県 須賀川市緑町88,https://sukagawasoeikan-h.fcs.ed.jp/
福島県,川口高等学校,968-0011,福島県 大沼郡金山町大字川口字蛇沢2434-2,https://kawaguchi-h.fcs.ed.jp/
福島県,郡山東高等学校,963-8832,福島県 郡山市山根町13-45,https://koriyamahigashi-h.fcs.ed.jp/
福島県,須賀川桐陽高等学校,962-0012,福島県 須賀川市陣場町128,https://sukagawatoyo-h.fcs.ed.jp/
福島県,岩瀬農業高等学校,969-0401,福島県 岩瀬郡鏡石町桜町207番地,https://iwase-ah.fcs.ed.jp/
福島県,二本松実業高等学校,964-0937,福島県 二本松市榎戸1-58-2,https://nihonmatsu-bh.fcs.ed.jp/
福島県,川俣高等学校,960-1401,福島県 伊達郡川俣町飯坂諏訪山1,https://kawamata-h.fcs.ed.jp
福島県,猪苗代高等学校,969-3111,福島県 耶麻郡猪苗代町窪南3664,https://inawashiro-h.fcs.ed.jp/
福島県,喜多方高等学校,966-0802,福島県 喜多方市桜ガ丘1-129,https://kitakata-01-h.fcs.ed.jp/
福島県,安積黎明高等学校,963-8017,福島県 郡山市長者2-3-3,https://asakareimei-h.fcs.ed.jp/
福島県,葵高等学校,965-0877,福島県 会津若松市西栄町4-61,https://aoi-h.fcs.ed.jp/
福島県,本宮高等学校,969-1101,福島県 本宮市高木字井戸上45,https://motomiya-h.fcs.ed.jp/
福島県,会津高等学校,965-0831,福島県 会津若松市表町3-1,https://aizu-h.fcs.ed.jp/
福島県,白河実業高等学校,961-0822,福島県 白河市瀬戸原6-1東白川郡塙田台宿字北原121,https://shirakawa-01-bh.fcs.ed.jp/
福島県,郡山商業高等学校,963-8862,福島県 郡山市菜根5-6-7,https://koriyama-ch.fcs.ed.jp/
福島県,船引高等学校,963-4398,福島県 田村市船引町船引字石崎15-3,https://funehiki-h.fcs.ed.jp
福島県,白河高等学校,961-0851,福島県 白河市南登り町54,https://shirakawa-h.fcs.ed.jp/
福島県,会津農林高等学校,969-6546,福島県 河沼郡会津坂下町曲田1391,https://aizunorin-01-h.fcs.ed.jp/
福島県,田村高等学校,963-7763,福島県 田村郡三春町持合畑88-1,https://tamura-h.fcs.ed.jp/
福島県,若松商業高等学校,965-0875,福島県 会津若松市米代1-3-31,https://wakamatsu-ch.fcs.ed.jp/home
福島県,湖南高等学校,963-1633,福島県 郡山市湖南町福良字車ノ上8453-1,https://konan-h.fcs.ed.jp/
福島県,日本大学東北高等学校,963-1165,福島県 郡山市田村町徳定中河原1,http://www.tohoku.hs.nihon-u.ac.jp
福島県,福島南高等学校,960-8141,福島県 福島市渡利七社宮17,https://fukushimaminami-h.fcs.ed.jp/
福島県,聖光学院高等学校,960-0486,福島県 伊達市六角3,https://www.seikogakuin.jp/
福島県,只見高等学校,968-0421,福島県 南会津郡只見町字只見根岸2358,https://tadami-h.fcs.ed.jp/
福島県,郡山高等学校,963-0201,福島県 郡山市大槻町上篠林3,https://koriyama-h.fcs.ed.jp/
福島県,磐城高等学校,970-8026,福島県 いわき市平高月7,https://iwaki-h.fcs.ed.jp/
福島県,光南高等学校,969-0227,福島県 西白河郡矢吹町田町532,https://kohnan-h.fcs.ed.jp/
福島県,相馬総合高等学校　本校舎,976-0014,福島県 相馬市北飯渕字阿弥陀堂200,https://somasogo-h.fcs.ed.jp/
福島県,小名浜海星高等学校,970-0316,福島県 いわき市小名浜下神白字武城23 (本校舎)／いわき市小名浜下神白字舘ノ腰153 (水産校舎),https://onahamakaisei-h.fcs.ed.jp/
福島県,福島県磐城第一高等学校,973-8402,福島県 いわき市内郷御厩町上宿11,http://www.iwaki1-h.ed.jp/
福島県,好間高等学校,970-1153,福島県 いわき市好間町上好間字上川原25,https://yoshima-h.fcs.ed.jp/
福島県,勿来高等学校,979-0141,福島県 いわき市勿来町窪田町通2-1,https://nakoso-h.fcs.ed.jp/
福島県,磐城農業高等学校,974-8261,福島県 いわき市植田町小名田60,https://iwaki-ah.fcs.ed.jp/
福島県,磐城桜が丘高等学校,970-8026,福島県 いわき市平桜町5,https://iwakisakuragaoka-h.fcs.ed.jp/
福島県,南会津高等学校本校舎,967-0004,福島県 南会津郡南会津町田島字田部原260,https://minamiaizu-01-h.fcs.ed.jp
福島県,清陵情報高等学校,962-0403,福島県 須賀川市滑川字西町179-6,https://www.seiryojoho-h.fcs.ed.jp/
福島県,いわき光洋高等学校,970-8047,福島県 いわき市中央台高久4-1,https://iwakikoyo-h.fcs.ed.jp
福島県,いわき総合高等学校,973-8404,福島県 いわき市内郷内町駒谷3-1,https://iwakisogo-h.fcs.ed.jp/
福島県,郡山北工業高等学校,963-8052,福島県 郡山市八山田2-224,https://koriyamakita-th.fcs.ed.jp/
福島県,平工業高等学校,970-8032,福島県 いわき市平下荒川字中剃1-3,https://sites.google.com/fcs.ed.jp/taira-th/
福島県,あさか開成高等学校,963-8018,福島県 郡山市桃見台15-1,https://asakakaisei-h.fcs.ed.jp/
福島県,相馬高等学校,976-0042,福島県 相馬市中村字大手先57-1,https://soma-h.fcs.ed.jp/
福島県,いわき湯本高等学校　本校舎,972-8322,福島県 いわき市常磐上湯長谷町五反田55,https://iwakiyumoto-h.fcs.ed.jp/
福島県,小高産業技術高等学校,979-2157,福島県 南相馬市小高区吉名字玉ノ木平78,https://odakasangyogijutsu-h.fcs.ed.jp
福島県,勿来工業高等学校,974-8261,福島県 いわき市植田町堂ノ作10,https://nakoso-th.fcs.ed.jp
福島県,会津若松ザベリオ学園高等学校,965-0877,福島県 会津若松市西栄町1-18,https://www.aizu-xaverio.ed.jp/
福島県,福島県立原町高等学校,975-0014,福島県 南相馬市原町区西町3-380,https://haramachi-h.fcs.ed.jp/
福島県,福島東高等学校,960-8107,福島県 福島市浜田町12-21,https://fukushimahigashi-h.fcs.ed.jp/
福島県,平商業高等学校,970-8016,福島県 いわき市平中塩字一水口37-1,https://taira-ch.fcs.ed.jp/
福島県,いわき翠の杜高等学校（定時制）,973-8403,福島県 いわき市内郷綴町板宮2,
福島県,ふくしま新世高等学校　本校舎（定時制）,960-8141,福島県 福島市渡利七社宮17,https://fukushimashinsei-h.fcs.ed.jp/
福島県,ふたば未来学園高等学校,979-0408,福島県 双葉郡広野町中央台一丁目６番地３（本校舎）,https://futabamiraigakuen-h.fcs.ed.jp/
福島県,郡山萌世高等学校（定時制）,963-8002,福島県 郡山市駅前2-11-1,https://housei-h.fcs.ed.jp/
福島県,大智学園高等学校　本校（通信制）,979-1202,福島県 双葉郡川内村大字下川内字宮渡18番地7,https://www.daichi.ed.jp/
福島県,会津第二高等学校（定時制）,965-0802,福島県 会津若松市徒之町1-37,https://aizu2-h.fcs.ed.jp/
福島県,福島工業高等学校（定時制）,960-8003,福島県 福島市森合小松原1,https://fukushima-th.fcs.ed.jp/
福島県,いわき秀英高等学校,971-8185,福島県 いわき市泉町滝ノ沢3-1,http://www.iwaki-shuei.ac.jp/
福島県,白河第二高等学校（定時制）,961-0851,福島県 白河市南登り町54,https://shirakawa2-h.fcs.ed.jp/
福島県,郡山萌世高等学校（通信制）,963-8002,福島県 郡山市駅前2丁目11－1-9,http://www.housei-h.fks.ed.jp/
福島県,尚志高等学校（通信制）,963-8004,福島県 郡山市中町14-18,http://www.abnet.or.jp/tusin-shoshi/
秋田県,秋田修英高等学校,014-0047,秋田県 大仙市大曲須和町1-1-30,http://www.akitashuei.net
秋田県,秋田令和高等学校,010-0877,秋田県 秋田市千秋矢留町4-17,https://www.akitareiwa-h.ed.jp/
秋田県,国学館高等学校,010-0875,秋田県 秋田市千秋明徳町3-31,https://www.kokugakukan.ed.jp/
秋田県,Ｎ高等学校・Ｓ高等学校　秋田キャンパス（通信制）,010-0001,秋田県 秋田市中通2-4-19商工中金・第一生命秋田ビル 9F,
秋田県,聖霊学園高等学校,010-8533,秋田県 秋田市南通みその町4-82,https://www.akita-seirei.ac.jp/highschool/
秋田県,秋田修英高等学校（通信制）,014-0047,秋田県 大仙市大曲須和町1-1-30,http://www.akitashuei.net/publics/index/50/
秋田県,男鹿海洋高等学校,010-0521,秋田県 男鹿市船川港南平沢字大畑台42,http://www.kaiyou-h.akita-pref.ed.jp/
秋田県,秋田北鷹高等学校,018-3314,秋田県 北秋田市伊勢町1-1,http://www.akitahokuyou-h.akita-pref.ed.jp/
秋田県,大曲高等学校,014-0061,秋田県 大仙市大曲栄町6-7,http://www.omagari-h.com/
秋田県,湯沢高等学校,012-0853,秋田県 湯沢市字新町27,https://yuzawa-hs.net/
秋田県,西目高等学校,018-0604,秋田県 由利本荘市西目町沼田字新道下2-142,http://www.nishime-h.akita-pref.ed.jp
秋田県,本荘高等学校,015-8585,秋田県 由利本荘市陳場岱6,http://www.honjo-h.akita-pref.ed.jp//zen/homepage/index.html
秋田県,能代科学技術高等学校,016-0896,秋田県 能代市盤若町3-1,http://www.nst-h.akita-pref.ed.jp/index.html
秋田県,鹿角高等学校,018-5201,秋田県 鹿角市花輪明堂長根12,
秋田県,秋田工業高等学校,010-0902,秋田県 秋田市保戸野金砂町3-1,http://www.akiko-h.akita-pref.ed.jp/
秋田県,大館鳳鳴高等学校,017-0813,秋田県 大館市字金坂後6,http://www.homei-h.akita-pref.ed.jp/?page_id=10
秋田県,大館桂桜高等学校,017-0872,秋田県 大館市片山町3丁目10番43号,https://keio.odate.school/
秋田県,大曲農業高等学校・太田分校,019-1601,秋田県 大仙市太田町横沢窪関南268-1,http://www.daino-h-ohta.akita-pref.ed.jp/
秋田県,大曲農業高等学校,014-0054,秋田県 大仙市大曲金谷町26-9,https://daino-hs.net/
秋田県,大曲工業高等学校,014-0045,秋田県 大仙市大曲若葉町3-17,http://www.daikou-h.akita-pref.ed.jp/
秋田県,秋田南高等学校,010-1437,秋田県 秋田市仁井田緑町4-1,https://akitaminami-h.wixsite.com/akitaminami
秋田県,由利工業高等学校,015-8530,秋田県 由利本荘市石脇字田尻30,http://www.yuritech-h.akita-pref.ed.jp/
秋田県,秋田高等学校,010-0851,秋田県 秋田市手形字中台1,https://www.akita-h.akita-c.ed.jp/
秋田県,由利高等学校,015-8543,秋田県 由利本荘市川口字愛宕山1-1,http://www.yuri-h.akita-pref.ed.jp/
秋田県,能代高等学校,016-0184,秋田県 能代市字高塙2-1,http://www.noshiro-h.akita-pref.ed.jp/
秋田県,金足農業高等学校,010-0126,秋田県 秋田市金足追分海老穴102-4,http://www.kanano-h.akita-pref.ed.jp/
秋田県,大館国際情報学院高等学校,017-0052,秋田県 大館市松木字大上25番地の1,http://www.okj-h.akita-pref.ed.jp/
秋田県,矢島高等学校,015-0404,秋田県 由利本荘市矢島町七日町字助の渕1-5,http://www.yashima-h.akita-pref.ed.jp/
秋田県,秋田北高等学校,010-0871,秋田県 秋田市千秋中島町8-1,http://akitakita-h.net/
秋田県,クラーク記念国際高等学校　秋田キャンパス（通信制）,010-0921,秋田県 秋田市大町1-2-7サンパティオ内5F,
秋田県,湯沢翔北高等学校雄勝校,019-0112,秋田県 湯沢市下院内字小白岩197-2,http://www.shouhoku-h-ogachi.akita-pref.ed.jp/
秋田県,大館高等学校（定時制）,017-0804,秋田県 大館市柄沢狐台52-2,http://www.homei-h-tei.akita-pref.ed.jp/
秋田県,御所野学院高等学校,010-1413,秋田県 秋田市御所野地蔵田四丁目1-1,https://fa.fureai-cloud.jp/jzdn
秋田県,角館高等学校,014-0335,秋田県 仙北市角館町細越町37,http://www.kakunodate-h.akita-pref.ed.jp/zenniti/
秋田県,角館高等学校（定時制）,014-0372,秋田県 仙北市角館町小館77-2,http://www.kakunodate-h.akita-pref.ed.jp/tei/
秋田県,横手高等学校,013-0008,秋田県 横手市睦成字鶴谷地68,https://yokote-h.info
秋田県,横手清陵学院高等学校,013-0041,秋田県 横手市大沢字前田147番地の1,http://www.yokote-seiryou.net/
秋田県,男鹿工業高等学校,010-0341,秋田県 男鹿市船越字内子1-1,http://www.ogakogyou-h.akita-pref.ed.jp/
秋田県,仁賀保高等学校,018-0148,秋田県 にかほ市象潟町下浜山3-3,http://www.nikaho-h.ed.jp/
秋田県,羽後高等学校,012-1132,秋田県 雄勝郡羽後町字大戸1,http://www.ugo-h.akita-pref.ed.jp/
秋田県,秋田中央高等学校,011-0943,秋田県 秋田市土崎港南3-2-78,https://akitachuo-h.jp/
秋田県,秋田商業高等学校,010-1603,秋田県 秋田市新屋勝平台1-1,https://akisho.ed.jp/
秋田県,横手城南高等学校,013-0016,秋田県 横手市根岸町2-14,http://www.johnan-h.net/
秋田県,六郷高等学校,019-1404,秋田県 仙北郡美郷町六郷字馬場52番地,http://rokugo-h.com/
秋田県,秋田明徳館高等学校（定時制）,010-0001,秋田県 秋田市中通2-1-51,http://www.meitoku-h.akita-pref.ed.jp/
秋田県,秋田明徳館高等学校（通信制）,010-0001,秋田県 秋田市中通2-1-51,http://www.meitoku-h.akita-pref.ed.jp/tsuu/tsuumenu.htm
秋田県,湯沢翔北高等学校,012-0823,秋田県 湯沢市湯ノ原2-1-1,https://yuzawashouhoku.net/
秋田県,本荘高等学校（定時制）,015-8585,秋田県 由利本荘市陳場岱6,http://www.honjo-h.akita-pref.ed.jp/teiji/
秋田県,増田高等学校,019-0701,秋田県 横手市増田町増田一本柳137,https://www.masuda-h.net/
秋田県,ノースアジア大学明桜高等学校,010-8525,秋田県 秋田市下北手桜守沢8-1,https://www.meioh.ed.jp/
秋田県,秋田西高等学校,010-0101,秋田県 潟上市天王字追分西26-1,http://www.akitanishi-h.akita-pref.ed.jp/
秋田県,西仙北高等学校,019-2112,秋田県 大仙市刈和野字北ノ沢嶋山5-1,http://www.nishisenboku-h.akita-pref.ed.jp/
秋田県,平成高等学校,013-0101,秋田県 横手市平鹿町上吉田字角掛60,http://www.heisei-h.akita-pref.ed.jp/wp/
秋田県,能代松陽高等学校,016-0851,秋田県 能代市緑町4番7号,http://www.noshiroshoyo-h.akita-pref.ed.jp
秋田県,新屋高等学校,010-1651,秋田県 秋田市豊岩石田坂字鎌塚77-3,http://www.araya-h.akita-pref.ed.jp/
秋田県,横手高等学校定時制課程青雲館,013-0037,秋田県 横手市前郷2番町10-1,http://www.yokote-h-tei.akita-pref.ed.jp/
秋田県,雄物川高等学校,013-0205,秋田県 横手市雄物川町今宿字まみ袋125,http://www.omonogawa-hs.com/htdocs/
群馬県,Ｎ高等学校・Ｓ高等学校　群馬前橋キャンパス（通信制）,371-0024,群馬県 前橋市表町2-2-6前橋ファーストビルディング7階,
群馬県,高崎健康福祉大学高崎高等学校,370-0033,群馬県 高崎市中大類町531,https://www.tuhw-h.ed.jp/
群馬県,飛鳥未来きずな高等学校　高崎キャンパス（通信制）,370-0826,群馬県 高崎市連雀町81中央高崎ビル2階,
群馬県,関東学園大学附属高等学校,374-8555,群馬県 館林市大谷町625,https://www.kanto-gakuen.ac.jp/high/
群馬県,ぐんま国際アカデミー高等部,373-0813,群馬県 太田市内ヶ島町1361-4,https://www.gka.ed.jp
群馬県,Ｎ高等学校・Ｓ高等学校　高崎キャンパス（通信制）,370-0849,群馬県 高崎市八島町58-1ウエスト・ワンビル１階,
群馬県,白根開善学校高等部,377-1701,群馬県 吾妻郡中之条町入山1-1,https://www.shirane.ac.jp
群馬県,明和県央高等学校,370-3511,群馬県 高崎市金古町28,https://www.meiwakenoh.ed.jp/
群馬県,新島学園高等学校,379-0116,群馬県 安中市安中3702,https://niijima-gakuen.jp/
群馬県,常磐高等学校,373-0817,群馬県 太田市飯塚町141-1,http://www.tkw.ac.jp
群馬県,尾瀬高等学校,378-0301,群馬県 沼田市利根町平川1406,https://oze-hs.gsn.ed.jp/
群馬県,Ｎ高等学校・Ｓ高等学校　群馬太田キャンパス（通信制）,373-0851,群馬県 太田市飯田町1220-1オカバ太田ビル4階,
群馬県,前橋育英高等学校,371-0832,群馬県 前橋市朝日が丘町13,http://www.maebashiikuei-h.ed.jp/
群馬県,伊勢崎清明高等学校,372-0031,群馬県 伊勢崎市今泉町2-331-6,https://seimei-hs.gsn.ed.jp
群馬県,前橋南高等学校,379-2147,群馬県 前橋市亀里町1,https://maenan-hs.gsn.ed.jp/
群馬県,前橋女子高等学校,371-0025,群馬県 前橋市紅雲町2-19-1,https://maejo-hs.gsn.ed.jp/
群馬県,伊勢崎工業高等学校,372-0042,群馬県 伊勢崎市中央町3-8,https://iko-hs.gsn.ed.jp
群馬県,高崎商業高等学校,370-0041,群馬県 高崎市東貝沢町3-4,http://www.takasyo-hs.gsn.ed.jp/
群馬県,高崎女子高等学校,370-0062,群馬県 高崎市稲荷町20,https://takajo-hs.gsn.ed.jp
群馬県,桐生高等学校,376-0025,群馬県 桐生市美原町1-39,https://kiryu-hs.gsn.ed.jp/
群馬県,桐生工業高等学校,376-0054,群馬県 桐生市西久方町1-1-41,https://kiriko-hs.gsn.ed.jp/
群馬県,勢多農林高等学校,371-0017,群馬県 前橋市日吉町2-25-1,https://setano-hs.gsn.ed.jp/
群馬県,前橋高等学校,371-0011,群馬県 前橋市下沖町321-1,https://maebashi-hs.gsn.ed.jp/
群馬県,高崎高等学校,370-0861,群馬県 高崎市八千代町2-4-1,https://takasaki-hs.gsn.ed.jp/
群馬県,前橋工業高等学校,371-0006,群馬県 前橋市石関町137-1,https://maeko-hs.gsn.ed.jp/
群馬県,伊勢崎興陽高等学校,372-0045,群馬県 伊勢崎市上泉町212,http://www.nc.koyo-hs.gsn.ed.jp/
群馬県,高崎工業高等学校,370-0046,群馬県 高崎市江木町700,https://takako-hs.gsn.ed.jp/
群馬県,伊勢崎高等学校,372-0033,群馬県 伊勢崎市南千木町5239-1,https://isesaki-hs.gsn.ed.jp/
群馬県,伊勢崎商業高等学校,372-0001,群馬県 伊勢崎市波志江町1116,https://isyo-hs.gsn.ed.jp/
群馬県,前橋商業高等学校,371-0805,群馬県 前橋市南町4-35-1,https://maesho-hs.gsn.ed.jp
群馬県,渋川青翠高等学校,377-0008,群馬県 渋川市渋川3912-1,https://seisui-hs.gsn.ed.jp/
群馬県,榛名高等学校,370-3342,群馬県 高崎市下室田町953,https://harukou-hs.gsn.ed.jp/
群馬県,新田暁高等学校,370-0347,群馬県 太田市新田大根町999,https://akatsuki-hs.gsn.ed.jp
群馬県,大泉高等学校,370-0511,群馬県 邑楽郡大泉町北小泉2-16-1,https://oizumi-hs.gsn.ed.jp/
群馬県,太田女子高等学校,373-8511,群馬県 太田市八幡町16-7,https://tajyo-hs.gsn.ed.jp/
群馬県,嬬恋高等学校,377-1526,群馬県 吾妻郡嬬恋村三原482-1,https://tsumagoi-hs.gsn.ed.jp/
群馬県,太田工業高等学校,373-0809,群馬県 太田市茂木町380,https://tako-hs.gsn.ed.jp
群馬県,西邑楽高等学校,370-0514,群馬県 邑楽郡大泉町朝日2-3-1,https://nishioura-hs.gsn.ed.jp/
群馬県,万場高等学校,370-1503,群馬県 多野郡神流町生利1549-1,http://www.center.gsn.ed.jp/gakko/kou/manba/
群馬県,藤岡工業高等学校,375-0012,群馬県 藤岡市下戸塚47-2,https://fujikou-hs.gsn.ed.jp/
群馬県,桐生市立商業高等学校,376-0026,群馬県 桐生市清瀬町6-1,http://www.kirisyo.jp/
群馬県,渋川高等学校,377-0008,群馬県 渋川市渋川678-3,https://sibukawa-hs.gsn.ed.jp/
群馬県,富岡高等学校,370-2343,群馬県 富岡市七日市1425-1,https://tomioka-hs.gsn.ed.jp/
群馬県,富岡実業高等学校,370-2316,群馬県 富岡市富岡451,https://tomijitsu-hs.gsn.ed.jp
群馬県,沼田高等学校,378-0054,群馬県 沼田市西原新町1510,https://numata-hs.gsn.ed.jp
群馬県,太田高等学校,373-0033,群馬県 太田市西本町12-2,https://ota-hs.gsn.ed.jp/
群馬県,大間々高等学校,376-0102,群馬県 みどり市大間々町桐原193-1,https://omama-hs.gsn.ed.jp
群馬県,板倉高等学校,374-0132,群馬県 邑楽郡板倉町板倉2406-2,https://itakura-hs.gsn.ed.jp/
群馬県,館林女子高等学校,374-0019,群馬県 館林市尾曳町6-1,http://kanjo.main.jp
群馬県,長野原高等学校,377-1305,群馬県 吾妻郡長野原町与喜屋21-1,https://naganohara-hs.gsn.ed.jp/
群馬県,利根実業高等学校,378-0014,群馬県 沼田市栄町165-2,https://tonejitu-hs.gsn.ed.jp/
群馬県,吾妻中央高等学校,377-0424,群馬県 吾妻郡中之条町大字中之条町1303,https://agachuo-hs.gsn.ed.jp/
群馬県,吉井高等学校,370-2104,群馬県 高崎市吉井町馬庭1478-1,http://www.nc.yoshii-hs.gsn.ed.jp/
群馬県,渋川女子高等学校,377-0008,群馬県 渋川市渋川2684,http://www.sibujyo-hs.gsn.ed.jp
群馬県,松井田高等学校,379-0222,群馬県 安中市松井田町松井田803-1,https://matuida-hs.gsn.ed.jp/
群馬県,安中総合学園高等学校,379-0116,群馬県 安中市安中1-2-8,https://annakasogo-hs.gsn.ed.jp
群馬県,前橋市立前橋高等学校,371-0051,群馬県 前橋市上細井町2211-3,https://ichimae.ed.jp/
群馬県,下仁田高等学校,370-2601,群馬県 甘楽郡下仁田町下仁田550-1,https://shimonita-hs.gsn.ed.jp/
群馬県,玉村高等学校,370-1134,群馬県 佐波郡玉村町与六分14,https://tamamura-hs.gsn.ed.jp
群馬県,館林高等学校,374-0041,群馬県 館林市富士原町1241,https://tateko-hs.gsn.ed.jp/
群馬県,渋川工業高等学校（定時制）,377-0008,群馬県 渋川市渋川8-1,https://shibuko-hs.gsn.ed.jp/bc4a0b6334343ea8aa6931df8d619717
群馬県,桐生第一高等学校,376-0043,群馬県 桐生市小曽根町1-5,https://www.kiriichi.ac.jp/
群馬県,沼田高等学校（定時制）,378-0054,群馬県 沼田市西原新町1510,https://numata-hs.gsn.ed.jp/%E5%AE%9A%E6%99%82%E5%88%B6%E3%82%88%E3%82%8A
群馬県,桐生市立商業高等学校（定時制）,376-0026,群馬県 桐生市清瀬町6-1,https://kirisyo.edumap.jp/evening
群馬県,太田市立太田高等学校,373-0842,群馬県 太田市細谷町1510番地,https://www.otacity-hs.com/
群馬県,桐生工業高等学校（定時制）,376-0054,群馬県 桐生市西久方町1-1-41,https://kiriko-ths.gsn.ed.jp/
群馬県,利根商業高等学校,379-1313,群馬県 利根郡みなかみ町月夜野591,http://www.tonesho.ed.jp/
群馬県,富岡高等学校（定時制）,370-2343,群馬県 富岡市七日市1425-1,https://tomioka-ths.gsn.ed.jp/
群馬県,東京農業大学第二高等学校,370-0864,群馬県 高崎市石原町3430,https://www.nodai-2-h.ed.jp/
群馬県,高崎東高等学校,370-0014,群馬県 高崎市元島名町1510,https://takahi-hs.gsn.ed.jp
群馬県,高崎高等学校（通信制）,370-0861,群馬県 高崎市八千代町2-4-1,https://takasaki-hs.gsn.ed.jp/tusin
群馬県,太田東高等学校,373-0801,群馬県 太田市台之郷町448,https://tahigasi-hs.gsn.ed.jp
群馬県,館林商工高等学校,370-0701,群馬県 邑楽郡明和町南大島660,https://kansyoko-hs.gsn.ed.jp
群馬県,高崎市立高崎経済大学附属高等学校,370-0081,群馬県 高崎市浜川町1650-1,https://tcue-h.edumap.jp/
群馬県,高崎北高等学校,370-3534,群馬県 高崎市井出町1080,https://takakita-hs.gsn.ed.jp/
群馬県,渋川工業高等学校,377-0008,群馬県 渋川市渋川8-1,https://shibuko-hs.gsn.ed.jp
群馬県,館林高等学校（定時制）,374-0041,群馬県 館林市富士原町1241,https://tateko-hs.gsn.ed.jp/ff01d1306bc41c23c0758427178c19c6
群馬県,藤岡中央高等学校（定時制）,375-0015,群馬県 藤岡市中栗須909番地,https://ftyuou-hs.gsn.ed.jp/7900715cbc7d059c79de446eefdf5358
群馬県,前橋西高等学校,370-3574,群馬県 前橋市清野町180,https://maenisi-hs.gsn.ed.jp
群馬県,高崎商業高等学校（定時制）,370-0041,群馬県 高崎市東貝沢町3-4,https://takasyo-hs.gsn.ed.jp/%E5%AE%9A%E6%99%82%E5%88%B6
群馬県,桐生清桜高等学校,376-0011,群馬県 桐生市相生町3-551-1,https://kiryuseio-hs.gsn.ed.jp/
群馬県,高崎工業高等学校（定時制）,370-0046,群馬県 高崎市江木町700,https://takako-ths.gsn.ed.jp/
群馬県,高崎商科大学附属高等学校,370-0803,群馬県 高崎市大橋町237-1,https://www.tuc-hs.ed.jp/
群馬県,藤岡北高等学校,375-0017,群馬県 藤岡市篠塚90,https://fujikita-hs.gsn.ed.jp/
群馬県,前橋工業高等学校（定時制）,371-0006,群馬県 前橋市石関町137-1,https://maeko-hs.gsn.ed.jp/%E5%AE%9A%E6%99%82%E5%88%B6
群馬県,共愛学園高等学校,379-2185,群馬県 前橋市小屋原町1115-3,http://hs.kyoai.ac.jp
群馬県,前橋清陵高等学校（定時制）,371-8573,群馬県 前橋市文京町2-20-3,https://seiryo-hs.gsn.ed.jp/
群馬県,樹徳高等学校,376-0023,群馬県 桐生市錦町1-1-20,https://www.jutoku.ed.jp/high/
群馬県,伊勢崎工業高等学校（定時制）,372-0042,群馬県 伊勢崎市中央町3-8,https://iko-ths.gsn.ed.jp/
群馬県,前橋東高等学校,371-0002,群馬県 前橋市江木町800,http://www.nc.maehigashi-hs.gsn.ed.jp/
群馬県,藤岡中央高等学校,375-0015,群馬県 藤岡市中栗須909,https://ftyuou-hs.gsn.ed.jp/
群馬県,四ツ葉学園中等教育学校,372-0013,群馬県 伊勢崎市上植木本町1702番地1,http://www.yotsuba-ss.ed.jp/
群馬県,中央中等教育学校,370-0003,群馬県 高崎市新保田中町184,https://chuo-ss.gsn.ed.jp/
群馬県,前橋清陵高等学校（通信制）,371-8573,群馬県 前橋市文京町2-20-3,https://seiryo-hs.gsn.ed.jp/93c2c7626986c511592e75d31b11f229
群馬県,太田フレックス高等学校（通信制）,373-0844,群馬県 太田市下田島町1243-1,https://otaflex-hs.gsn.ed.jp/
群馬県,太田フレックス高等学校（定時制）,373-0844,群馬県 太田市下田島町1243-1,https://otaflex-hs.gsn.ed.jp/
茨城県,Ｎ高等学校・Ｓ高等学校　つくばキャンパス（通信制）,305-0031,茨城県 つくば市吾妻1-7-1トナリエクレオ4階,
茨城県,つくばサイエンス高等学校,305-0861,茨城県 つくば市谷田部1818,https://www.tsukuba-science-h.ibk.ed.jp/
茨城県,つくば秀英高等学校,300-2655,茨城県 つくば市島名151,https://www.tsukubashuei.com/
茨城県,飛鳥未来きぼう高等学校　水戸本校（通信制）,310-0801,茨城県 水戸市桜川1丁目7番1号,
茨城県,愛国学園大学附属龍ケ崎高等学校,301-0041,茨城県 龍ケ崎市若柴町2747,https://www.aikoku-ryugasaki.ed.jp/
茨城県,飛鳥未来きぼう高等学校（通信制）,310-0801,茨城県 水戸市桜川1丁目7番［水戸本校］,
茨城県,中央高等学校,319-0133,茨城県 小美玉市張星500,https://www.chuo-h.ibk.ed.jp/
茨城県,大子清流高等学校,319-3526,茨城県 久慈郡大子町大子224,http://www.daigoseiryu-h.ibk.ed.jp
